2016;2;111
2016;1;120
2015;12;109
2015;11;100
2015;10;94
2015;9;80
2015;8;78
2015;7;85
2015;6;81
2015;5;83
2015;4;87
2015;3;109
2015;2;114
2015;1;126
2014;12;118
2014;11;99
2014;10;86
2014;9;80
2014;8;78
2014;7;85
2014;6;80
2014;5;85
2014;4;86
2014;3;103
2014;2;106
2014;1;119
2013;12;117
2013;11;106
2013;10;88
2013;9;80
2013;8;78
2013;7;84
2013;6;80
2013;5;89
2013;4;95
2013;3;115
2013;2;116
2013;1;126
2012;12;117
2012;11;105
2012;10;91
2012;9;79
2012;8;76
2012;7;80
2012;6;79
2012;5;84
2012;4;95
2012;3;103
2012;2;123
2012;1;123
2011;12;115
2011;11;99
2011;10;89
2011;9;81
2011;8;79
2011;7;83
2011;6;83
2011;5;85
2011;4;85
2011;3;109
2011;2;109
2011;1;127
2010;12;132
2010;11;108
2010;10;93
2010;9;83
2010;8;81
2010;7;86
2010;6;84
2010;5;86
2010;4;90
2010;3;112
2010;2;112
2010;1;128
2009;12;118
2009;11;96
2009;10;88
2009;9;79
2009;8;76
2009;7;80
2009;6;78
2009;5;83
2009;4;88
2009;3;106
2009;2;110
2009;1;128
2008;12;121
2008;11;105
2008;10;93
2008;9;84
2008;8;80
2008;7;86
2008;6;84
2008;5;86
2008;4;98
2008;3;109
2008;2;108
2008;1;118
2007;12;118
2007;11;105
2007;10;96
2007;9;84
2007;8;82
2007;7;85
2007;6;84
2007;5;85
2007;4;86
2007;3;107
2007;2;102
2007;1;114
2006;12;115
2006;11;101
2006;10;90
2006;9;84
2006;8;79
2006;7;84
2006;6;83
2006;5;86
2006;4;93
2006;3;110
2006;2;107
2006;1;123
2005;12;120
2005;11;104
2005;10;89
2005;9;84
2005;8;79
2005;7;83
2005;6;84
2005;5;87
2005;4;92
2005;3;107
2005;2;108
2005;1;117
2004;12;118
2004;11;105
2004;10;93
2004;9;83
2004;8;77
2004;7;83
2004;6;82
2004;5;85
2004;4;92
2004;3;107
2004;2;104
2004;1;117
2003;12;112
2003;11;100
2003;10;94
2003;9;79
2003;8;76
2003;7;83
2003;6;80
2003;5;83
2003;4;89
2003;3;99
2003;2;107
2003;1;118
2002;12;109
2002;11;98
2002;10;91
2002;9;81
2002;8;75
2002;7;82
2002;6;80
2002;5;85
2002;4;89
2002;3;98
2002;2;95
2002;1;112
2001;12;111
2001;11;102
2001;10;88
2001;9;81
2001;8;76
2001;7;81
2001;6;78
2001;5;82
2001;4;89
2001;3;97
2001;2;94
2001;1;109
2000;12;101
2000;11;97
2000;10;88
2000;9;78
2000;8;75
2000;7;78
2000;6;77
2000;5;80
2000;4;88
2000;3;97
2000;2;96
2000;1;107
1999;12;104
1999;11;95
1999;10;86
1999;9;77
1999;8;72
1999;7;78
1999;6;75
1999;5;75
1999;4;85
1999;3;92
1999;2;94
1999;1;100
1998;12;101
1998;11;94
1998;10;84
1998;9;72
1998;8;65
1998;7;74
1998;6;74
1998;5;76
1998;4;85
1998;3;91
1998;2;89
1998;1;101
1997;12;97
1997;11;87
1997;10;83
1997;9;72
1997;8;70
1997;7;75
1997;6;72
1997;5;74
1997;4;81
1997;3;82
1997;2;86
1997;1;106
1996;12;100
1996;11;89
1996;10;82
1996;9;73
1996;8;67
1996;7;74
1996;6;71
1996;5;76
1996;4;80
1996;3;92
1996;2;96
1996;1;99
1995;12;94
1995;11;86
1995;10;75
1995;9;71
1995;8;68
1995;7;72
1995;6;71
1995;5;74
1995;4;79
1995;3;91
1995;2;81
1995;1;100
1994;12;92
1994;11;80
1994;10;77
1994;9;70
1994;8;65
1994;7;70
1994;6;68
1994;5;69
1994;4;80
1994;3;81
1994;2;84
1994;1;94
1993;12;93
1993;11;88
1993;10;77
1993;9;68
1993;8;62
1993;7;67
1993;6;66
1993;5;67
1993;4;74
1993;3;86
1993;2;85
1993;1;90
1992;12;90
1992;11;80
1992;10;79
1992;9;66
1992;8;61
1992;7;66
1992;6;64
1992;5;66
1992;4;76
1992;3;82
1992;2;84
1992;1;97
1991;12;92
1991;11;82
1991;10;75
1991;9;63
1991;8;59
1991;7;64
1991;6;62
1991;5;68
1991;4;72
1991;3;75
1991;2;87
1991;1;91
1990;12;89
1990;11;77
1990;10;69
1990;9;61
1990;8;56
1990;7;61
1990;6;60
1990;5;60
1990;4;70
1990;3;70
1990;2;67
1990;1;83
