2016;3;114,43
2016;2;113,7
2016;1;122,94
2015;12;110,07
2015;11;100,67
2015;10;93,16
2015;9;76,47
2015;8;72,59
2015;7;79,09
2015;6;76,24
2015;5;78,72
2015;4;85,82
2015;3;110,21
2015;2;118,09
2015;1;129,07
2014;12;120,94
2014;11;99,05
2014;10;83,53
2014;9;75,7
2014;8;72,64
2014;7;79,09
2014;6;74,72
2014;5;81,3
2014;4;83,47
2014;3;103,16
2014;2;107,91
2014;1;121,1
2013;12;120,89
2013;11;108,52
2013;10;85,65
2013;9;75,7
2013;8;72,22
2013;7;78,14
2013;6;75,68
2013;5;86,77
2013;4;94,37
2013;3;118,4
2013;2;120,87
2013;1;131,19
2012;12;120,82
2012;11;107,87
2012;10;89,55
2012;9;75,03
2012;8;71,26
2012;7;75,16
2012;6;74,32
2012;5;80,67
2012;4;94,41
2012;3;104,42
2012;2;130,87
2012;1;126,5
2011;12;118,37
2011;11;101,41
2011;10;88,41
2011;9;77,28
2011;8;73,86
2011;7;78,35
2011;6;77,84
2011;5;80,62
2011;4;82,6
2011;3;110,83
2011;2;112,64
2011;1;132,09
2010;12;138,95
2010;11;111,69
2010;10;92,6
2010;9;78,77
2010;8;75,43
2010;7;80,39
2010;6;78,79
2010;5;84,21
2010;4;89,02
2010;3;116,15
2010;2;117,94
2010;1;136,06
2009;12;123,08
2009;11;98,91
2009;10;87,31
2009;9;74,54
2009;8;70,9
2009;7;75,29
2009;6;73,54
2009;5;78,8
2009;4;85,77
2009;3;109,2
2009;2;114,66
2009;1;135,11
2008;12;126,36
2008;11;107,98
2008;10;93,34
2008;9;80,44
2008;8;74,63
2008;7;80,99
2008;6;79,14
2008;5;81,54
2008;4;98,01
2008;3;113,39
2008;2;112,04
2008;1;123,04
2007;12;124,64
2007;11;109,93
2007;10;96,22
2007;9;80,38
2007;8;76,14
2007;7;79,9
2007;6;78,94
2007;5;81
2007;4;82,91
2007;3;110,58
2007;2;105,44
2007;1;118,71
2006;12;119,98
2006;11;103,11
2006;10;86,92
2006;9;78,78
2006;8;73,46
2006;7;78,7
2006;6;78,25
2006;5;82,46
2006;4;91,83
2006;3;115,16
2006;2;114,27
2006;1;130,25
2005;12;127,25
2005;11;109,06
2005;10;87,02
2005;9;79,67
2005;8;74,02
2005;7;77,77
2005;6;79,03
2005;5;83,26
2005;4;91,15
2005;3;110,84
2005;2;115,4
2005;1;123,47
2004;12;124,54
2004;11;108,9
2004;10;91,86
2004;9;78,88
2004;8;72,06
2004;7;77,76
2004;6;77,3
2004;5;83,18
2004;4;91,97
2004;3;111,93
2004;2;110,36
2004;1;123,1
2003;12;117,94
2003;11;104,04
2003;10;95,21
2003;9;75,46
2003;8;70,26
2003;7;77,12
2003;6;74,97
2003;5;79,41
2003;4;88,81
2003;3;101,24
2003;2;113,31
2003;1;125,28
2002;12;113,37
2002;11;101,16
2002;10;90,38
2002;9;77,17
2002;8;69,79
2002;7;77,13
2002;6;75,87
2002;5;82,33
2002;4;88,87
2002;3;100,7
2002;2;98,32
2002;1;117,93
2001;12;118,66
2001;11;106,6
2001;10;85,58
2001;9;77,85
2001;8;70,99
2001;7;75,97
2001;6;73,84
2001;5;79,11
2001;4;89,91
2001;3;99,6
2001;2;98,66
2001;1;113,6
2000;12;104,59
2000;11;100,55
2000;10;87,45
2000;9;73,65
2000;8;69,61
2000;7;73,69
2000;6;72,63
2000;5;76,89
2000;4;88,09
2000;3;99,37
2000;2;99,3
2000;1;112,92
1999;12;108,5
1999;11;99,46
1999;10;85,24
1999;9;72,49
1999;8;66,74
1999;7;72,63
1999;6;70,67
1999;5;72,17
1999;4;84,42
1999;3;94,16
1999;2;97,79
1999;1;103,36
1998;12;105,54
1998;11;98,11
1998;10;83,79
1998;9;68,75
1998;8;60,98
1998;7;69,88
1998;6;69,73
1998;5;72,68
1998;4;85,32
1998;3;92,8
1998;2;91,73
1998;1;104,28
1997;12;100,17
1997;11;89,19
1997;10;82,25
1997;9;68,69
1997;8;64,53
1997;7;69,9
1997;6;67,75
1997;5;71,51
1997;4;79,99
1997;3;82,49
1997;2;88,04
1997;1;111
1996;12;103,85
1996;11;91,6
1996;10;81,02
1996;9;69,85
1996;8;62,53
1996;7;69,17
1996;6;66,61
1996;5;73,9
1996;4;79,1
1996;3;93,72
1996;2;99,82
1996;1;101,69
1995;12;97,22
1995;11;87,38
1995;10;72,51
1995;9;67,5
1995;8;63,08
1995;7;67,33
1995;6;67,2
1995;5;70,54
1995;4;77,97
1995;3;92,77
1995;2;82,15
1995;1;103,04
1994;12;93,31
1994;11;79,88
1994;10;76,29
1994;9;67,35
1994;8;60,37
1994;7;65,24
1994;6;63,98
1994;5;66,14
1994;4;79,95
1994;3;81,2
1994;2;86,47
1994;1;96,01
1993;12;94,26
1993;11;91,85
1993;10;77,19
1993;9;65,49
1993;8;57,79
1993;7;62,79
1993;6;61,94
1993;5;63,95
1993;4;72,66
1993;3;86,28
1993;2;87,9
1993;1;91,46
1992;12;91,38
1992;11;80,78
1992;10;79,25
1992;9;62,81
1992;8;56,61
1992;7;62,18
1992;6;60,42
1992;5;62,72
1992;4;74,82
1992;3;82,55
1992;2;86,11
1992;1;99,46
1991;12;95,05
1991;11;83,63
1991;10;74,52
1991;9;59,68
1991;8;54,33
1991;7;60,22
1991;6;58,89
1991;5;67,13
1991;4;70,97
1991;3;74,69
1991;2;89,74
1991;1;92,95
1990;12;92,46
1990;11;78,89
1990;10;67,01
1990;9;58,05
1990;8;52,44
1990;7;56,91
1990;6;56,39
1990;5;56,82
1990;4;69,69
1990;3;70,8
1990;2;68,19
1990;1;84,82
